type;gateway_eui;node_eui;snr;rssi;cr;datarate;time;data,,
"16;0000B827EB24A52C;10;5;-50;5;SF7BW500;2025-06-07 10:31:50;{""RSSI"": -50"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-55;5;SF7BW500;2025-06-07 10:31:57;{""RSSI"": -55"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;6;-56;5;SF7BW500;2025-06-07 10:32:04;{""RSSI"": -56"," ""SNR"": 6"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-56;5;SF7BW500;2025-06-07 10:32:12;{""RSSI"": -56"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-54;5;SF7BW500;2025-06-07 10:32:19;{""RSSI"": -54"," ""SNR"": 5"," ""TC"": ""27.58........................................""};"
"16;0000B827EB24A52C;10;6;-51;5;SF7BW500;2025-06-07 10:32:26;{""RSSI"": -51"," ""SNR"": 6"," ""TC"": ""27.58........................................""};"
"16;0000B827EB24A52C;10;5;-53;5;SF7BW500;2025-06-07 10:32:33;{""RSSI"": -53"," ""SNR"": 5"," ""TC"": ""27.58........................................""};"
"16;0000B827EB24A52C;10;6;-49;5;SF7BW500;2025-06-07 10:32:41;{""RSSI"": -49"," ""SNR"": 6"," ""TC"": ""27.63........................................""};"
"16;0000B827EB24A52C;10;5;-49;5;SF7BW500;2025-06-07 10:32:48;{""RSSI"": -49"," ""SNR"": 5"," ""TC"": ""27.58........................................""};"
"16;0000B827EB24A52C;10;6;-58;5;SF7BW500;2025-06-07 10:32:55;{""RSSI"": -58"," ""SNR"": 6"," ""TC"": ""27.58........................................""};"
"16;0000B827EB24A52C;10;6;-56;5;SF7BW500;2025-06-07 10:33:03;{""RSSI"": -56"," ""SNR"": 6"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-63;5;SF7BW500;2025-06-07 10:33:10;{""RSSI"": -63"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-61;5;SF7BW500;2025-06-07 10:33:17;{""RSSI"": -61"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;6;-58;5;SF7BW500;2025-06-07 10:33:25;{""RSSI"": -58"," ""SNR"": 6"," ""TC"": ""27.63........................................""};"
"16;0000B827EB24A52C;10;5;-51;5;SF7BW500;2025-06-07 10:33:32;{""RSSI"": -51"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-54;5;SF7BW500;2025-06-07 10:33:39;{""RSSI"": -54"," ""SNR"": 5"," ""TC"": ""27.58........................................""};"
"16;0000B827EB24A52C;10;6;-55;5;SF7BW500;2025-06-07 10:33:46;{""RSSI"": -55"," ""SNR"": 6"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-57;5;SF7BW500;2025-06-07 10:33:54;{""RSSI"": -57"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;6;-51;5;SF7BW500;2025-06-07 10:34:01;{""RSSI"": -51"," ""SNR"": 6"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-50;5;SF7BW500;2025-06-07 10:34:09;{""RSSI"": -50"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;6;-50;5;SF7BW500;2025-06-07 10:34:16;{""RSSI"": -50"," ""SNR"": 6"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;6;-49;5;SF7BW500;2025-06-07 10:34:23;{""RSSI"": -49"," ""SNR"": 6"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-63;5;SF7BW500;2025-06-07 10:34:30;{""RSSI"": -63"," ""SNR"": 5"," ""TC"": ""27.60........................................""};"
"16;0000B827EB24A52C;10;5;-59;5;SF7BW500;2025-06-07 10:34:38;{""RSSI"": -59"," ""SNR"": 5"," ""TC"": ""27.63........................................""};"
"16;0000B827EB24A52C;10;5;-61;5;SF7BW500;2025-06-07 10:34:45;{""RSSI"": -61"," ""SNR"": 5"," ""TC"": ""27.63........................................""};"
"16;0000B827EB24A52C;10;5;-61;5;SF7BW500;2025-06-07 10:34:52;{""RSSI"": -61"," ""SNR"": 5"," ""TC"": ""27.63........................................""};"
"16;0000B827EB24A52C;10;5;-61;5;SF7BW500;2025-06-07 10:35:00;{""RSSI"": -61"," ""SNR"": 5"," ""TC"": ""27.65........................................""};"
"16;0000B827EB24A52C;10;5;-62;5;SF7BW500;2025-06-07 10:35:07;{""RSSI"": -62"," ""SNR"": 5"," ""TC"": ""27.67........................................""};"
"16;0000B827EB24A52C;10;5;-64;5;SF7BW500;2025-06-07 10:35:14;{""RSSI"": -64"," ""SNR"": 5"," ""TC"": ""27.63........................................""};"
"16;0000B827EB24A52C;10;5;-57;5;SF7BW500;2025-06-07 10:35:22;{""RSSI"": -57"," ""SNR"": 5"," ""TC"": ""27.63........................................""};"
"16;0000B827EB24A52C;10;5;-59;5;SF7BW500;2025-06-07 10:35:29;{""RSSI"": -59"," ""SNR"": 5"," ""TC"": ""27.65........................................""};"
"16;0000B827EB24A52C;10;6;-59;5;SF7BW500;2025-06-07 10:35:36;{""RSSI"": -59"," ""SNR"": 6"," ""TC"": ""27.67........................................""};"
"16;0000B827EB24A52C;10;5;-58;5;SF7BW500;2025-06-07 10:35:43;{""RSSI"": -58"," ""SNR"": 5"," ""TC"": ""27.65........................................""};"
"16;0000B827EB24A52C;10;6;-59;5;SF7BW500;2025-06-07 10:35:51;{""RSSI"": -59"," ""SNR"": 6"," ""TC"": ""27.67........................................""};"
"16;0000B827EB24A52C;10;5;-57;5;SF7BW500;2025-06-07 10:35:58;{""RSSI"": -57"," ""SNR"": 5"," ""TC"": ""27.67........................................""};"
"16;0000B827EB24A52C;10;4;-54;5;SF7BW500;2025-06-07 10:36:05;{""RSSI"": -54"," ""SNR"": 4"," ""TC"": ""27.69........................................""};"
"16;0000B827EB24A52C;10;5;-57;5;SF7BW500;2025-06-07 10:36:13;{""RSSI"": -57"," ""SNR"": 5"," ""TC"": ""27.67........................................""};"
"16;0000B827EB24A52C;10;6;-63;5;SF7BW500;2025-06-07 10:36:20;{""RSSI"": -63"," ""SNR"": 6"," ""TC"": ""27.67........................................""};"
"16;0000B827EB24A52C;10;5;-66;5;SF7BW500;2025-06-07 10:36:27;{""RSSI"": -66"," ""SNR"": 5"," ""TC"": ""27.69........................................""};"
"16;0000B827EB24A52C;10;6;-55;5;SF7BW500;2025-06-07 10:36:35;{""RSSI"": -55"," ""SNR"": 6"," ""TC"": ""27.71........................................""};"
"16;0000B827EB24A52C;10;5;-55;5;SF7BW500;2025-06-07 10:36:42;{""RSSI"": -55"," ""SNR"": 5"," ""TC"": ""27.69........................................""};"
"16;0000B827EB24A52C;10;5;-51;5;SF7BW500;2025-06-07 10:36:49;{""RSSI"": -51"," ""SNR"": 5"," ""TC"": ""27.69........................................""};"
"16;0000B827EB24A52C;10;5;-51;5;SF7BW500;2025-06-07 10:36:56;{""RSSI"": -51"," ""SNR"": 5"," ""TC"": ""27.71........................................""};"
"16;0000B827EB24A52C;10;5;-55;5;SF7BW500;2025-06-07 10:37:04;{""RSSI"": -55"," ""SNR"": 5"," ""TC"": ""27.71........................................""};"
"16;0000B827EB24A52C;10;6;-55;5;SF7BW500;2025-06-07 10:37:11;{""RSSI"": -55"," ""SNR"": 6"," ""TC"": ""27.71........................................""};"
"16;0000B827EB24A52C;10;5;-55;5;SF7BW500;2025-06-07 10:37:18;{""RSSI"": -55"," ""SNR"": 5"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;5;-54;5;SF7BW500;2025-06-07 10:37:26;{""RSSI"": -54"," ""SNR"": 5"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;6;-51;5;SF7BW500;2025-06-07 10:37:33;{""RSSI"": -51"," ""SNR"": 6"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;5;-52;5;SF7BW500;2025-06-07 10:37:40;{""RSSI"": -52"," ""SNR"": 5"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;5;-55;5;SF7BW500;2025-06-07 10:37:48;{""RSSI"": -55"," ""SNR"": 5"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;6;-55;5;SF7BW500;2025-06-07 10:37:55;{""RSSI"": -55"," ""SNR"": 6"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;5;-56;5;SF7BW500;2025-06-07 10:38:02;{""RSSI"": -56"," ""SNR"": 5"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;5;-55;5;SF7BW500;2025-06-07 10:38:10;{""RSSI"": -55"," ""SNR"": 5"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;5;-53;5;SF7BW500;2025-06-07 10:38:17;{""RSSI"": -53"," ""SNR"": 5"," ""TC"": ""27.75........................................""};"
"16;0000B827EB24A52C;10;4;-53;5;SF7BW500;2025-06-07 10:38:24;{""RSSI"": -53"," ""SNR"": 4"," ""TC"": ""27.73........................................""};"
"16;0000B827EB24A52C;10;5;-53;5;SF7BW500;2025-06-07 10:38:39;{""RSSI"": -53"," ""SNR"": 5"," ""TC"": ""27.75........................................""};"
"16;0000B827EB24A52C;10;5;-53;5;SF7BW500;2025-06-07 10:38:46;{""RSSI"": -53"," ""SNR"": 5"," ""TC"": ""27.75........................................""};"
"16;0000B827EB24A52C;10;5;-53;5;SF7BW500;2025-06-07 10:38:53;{""RSSI"": -53"," ""SNR"": 5"," ""TC"": ""27.75........................................""};"
"16;0000B827EB24A52C;10;5;-54;5;SF7BW500;2025-06-07 10:39:01;{""RSSI"": -54"," ""SNR"": 5"," ""TC"": ""27.75........................................""};"
"16;0000B827EB24A52C;10;5;-55;5;SF7BW500;2025-06-07 10:39:08;{""RSSI"": -55"," ""SNR"": 5"," ""TC"": ""27.75........................................""};"
"16;0000B827EB24A52C;10;6;-55;5;SF7BW500;2025-06-07 10:39:15;{""RSSI"": -55"," ""SNR"": 6"," ""TC"": ""27.75........................................""};"
